2023-11-28-17-46-34_supplier-import-Format-5-xls, Added by- Bhanu Pratap, IP Address- 122.161.50.161
https://travcrm.in/travcrm_outbound_3.2_dev/importfile/2023-11-28-17-46-34_supplier-import-Format-5-xls.xls Copy this link to download file , Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-1. Duplicate: Con -X- Ion Airport Transfer is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-2. Duplicate: Con -X- Ion Airport Transfer is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-3. Duplicate: Con -X- Ion Airport Transfer is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-4. Duplicate: Con -X- Ion Airport Transfer is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-5. Duplicate: Grants Coach Lines is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-5. Duplicate: booking@cxn.com.au is already exist...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-6. Duplicate: Hughes Australia Chauffeur Service is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-6. Duplicate: res@hughes.com.au is already exist...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-7. Duplicate: Australian Corporate Cars is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-8. Duplicate: Down Under Tours is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-9. Duplicate: Lonestar Cochlines is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-10. Duplicate: Melbourne Premium Cabs is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-11. Duplicate: Autopia Tours is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-11. Duplicate: info@autopiatours.com.au is already exist...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-12. Duplicate: Autopia Tours is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-12. Duplicate: info@autopiatours.com.au is already exist...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-13. Duplicate: Autopia Tours is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-13. Duplicate: info@autopiatours.com.au is already exist...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-14. Duplicate: Autopia Tours is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-14. Duplicate: info@autopiatours.com.au is already exist...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-15. Duplicate: Autopia Tours is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-15. Duplicate: info@autopiatours.com.au is already exist...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-16. Duplicate: Autopia Tours is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-16. Duplicate: info@autopiatours.com.au is already exist...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-17. Duplicate: Autopia Tours is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-17. Duplicate: info@autopiatours.com.au is already exist...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-18. Duplicate: Autopia Tours is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-18. Duplicate: info@autopiatours.com.au is already exist...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-19. Duplicate: Autopia Tours is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-19. Duplicate: info@autopiatours.com.au is already exist...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-20. Duplicate: International Coaches Pty Ltd is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-21. Duplicate: Australian Pinnacle Tours is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-22. Duplicate: Thomsan coachlines is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-23. Duplicate: Autopia Tours is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-23. Duplicate: info@autopiatours.com.au is already exist...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-24. Duplicate: International Coaches Pty Ltd is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-25. Duplicate: Australian Pinnacle Tours is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-26. Duplicate: Thomsan coachlines is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-27. Duplicate: Barossa Helicopters is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-28. Duplicate: Get Lost Travel Group is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-29. Duplicate: Hot Air Balloon is updated...! - 28-11-2023 05:46pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
